entry_id,meeting_date,body,topic,topic_other_label,attempt_type,deliberation,what_was_tried,outcome,evidence_quote,minutes_section,confidence
select_board_2025-05-05_seq-008,2025-05-05,select_board,capital_facilities_debt,,warrant_article,discussed,"Supported Article 31 to change use of Coffin School building and grounds from school to general municipal purposes, transfer care/custody/control to Select Board, and authorize sale, with reuse process facilitated by a Coffin School Reuse Committee modeled on the Gerry School process.",Approved unanimously.,"motion made and seconded that the Town change the use of the Coffin School building and grounds from school purposes to general municipal purposes, and to transfer the care, custody, and control of same to the Select Board for further reuse, and if appropriate as determined by the Select Board, taking into consideration any recommendations by a Coffin School Reuse committee to be established by the Select Board, and to further authorize the Select Board to sell the Coffin School building and land in a manner that they determine to be the most beneficial. All in favor.",2025 TOWN MEETING ARTICLES / Article 31. Gerry School Reuse,high
select_board_2025-04-23_seq-001,2024-04-23,select_board,capital_facilities_debt,,vote,discussed,"Approved sale of $4,922,598 General Obligation Bond Anticipation Notes at 4.00% interest to finance roadway/sidewalk repair and Mary Alley roof replacement, as a short-term bridge to a future long-term bond.","Approved unanimously, along with related votes ratifying official statements, SEC Rule 15c2-12 disclosure, and post-issuance tax compliance procedures.","The Town is borrowing funds for various projects such as roadway and sidewalk repair, and the Mary Alley roof replacement. The bond is a short-term solution to finance these projects, with the intention of issuing a long-term bond once the funds are used.",Bond Anticipation Note (BAN),high
select_board_2025-04-23_seq-002,2024-04-23,select_board,capital_facilities_debt,,warrant_article,discussed,"Presented and supported Article 33 for Mary A. Alley Building comprehensive upgrades ($5,750,000) including HVAC, roof replacement, ADA, sprinkler/fire alarm, safety, environmental, and elevator upgrades.",Board voted to support Article 33 on the 2025 Annual Town Warrant; Capital Planning Committee to review before Town Meeting.,"Logan Casey, Sustainability Coordinator and Sean Moriarty, Senior Project Manager and Daniel Wall, Principal, NV5 Andover, appeared before the Board to present a proposed comprehensive plan for upgrades to the Mary A. Alley Building which include installation of an HVAC System, roof replacement, ADA upgrades, sprinkler fire alarm installation, safety upgrades and environmental concerns and updating the elevator system.","Article 33. Mary A. Alley Building, HVAC System",high
select_board_2025-04-23_seq-003,2024-04-23,select_board,staffing_fte_bargaining,,warrant_article,routine,"Supported Articles 19 (Police) and 21 (Fire) Collective Bargaining appropriations, amounts to be determined.",Approved 3-0 with Mr. Murray recused.,"Article 19 Collective Bargaining (Police) in the amount of – to be determined Article 21 Collective Bargaining (Fire) in the amount of - to be determined 3 voted in favor, Mr. Murray recused himself.",2025 Annual Town Meeting - Select Board Articles,medium
select_board_2025-04-23_seq-004,2024-04-23,select_board,staffing_fte_bargaining,,warrant_article,routine,Supported Article 20 Collective Bargaining (IUE/CWA Local 1776) appropriation and Articles 12-15 reclassification/pay schedules at 2%.,Approved as part of omnibus motion to support Select Board warrant articles.,Article 12 Proposed Reclassification and Pay Schedule (Administrative) at 2%. Article 13 Proposed Reclassification and Pay Schedule (Traffic Supervisors) at 2%. Article 14 Proposed Reclassification and Pay Schedule (Seasonal and Temporary) at 2%.,2025 Annual Town Meeting - Select Board Articles,medium
select_board_2025-04-23_seq-005,2024-04-23,select_board,revenue_diversification,,warrant_article,discussed,Supported Article 28 Home Rule Petition to establish a Means Tested Senior Citizen Property Tax Exemption.,Approved as part of omnibus motion to support Select Board warrant articles.,Article 28 Home Rule Petition: Establish Means Tested Senior Citizen Property Tax Exemption,2025 Annual Town Meeting - Select Board Articles,medium
select_board_2025-04-23_seq-006,2024-04-23,select_board,revenue_diversification,,warrant_article,discussed,Supported Article 36 Stormwater Enterprise Fund and Article 44 increased parking ticket fee for snow emergencies.,Approved as part of omnibus motion to support Select Board warrant articles.,Article 36 Stormwater Enterprise Fund Article 44 Parking Tickets – Increased Fee for Snow Emergency (no more than $100 if not paid within 21 days $105),2025 Annual Town Meeting - Select Board Articles,medium
select_board_2025-04-23_seq-007,2024-04-23,select_board,capital_facilities_debt,,warrant_article,routine,"Supported capital-related warrant articles including Article 6 Equipment ($301,741), Article 7 Lease Purchase ($491,218), Article 8 Capital Improvements for Public Buildings ($1,236,958), Article 9 Walls and Fences ($50,000), Article 10 Stormwater Construction ($400,000), and Article 11 Water/Sewer Construction.",Approved as part of omnibus motion to support Select Board warrant articles.,"Article 6 Purchase of Equipment of Several Departments in the amount of $301,741.00 Article 7 Lease Purchase in the amount of $491,218.00 Article 8 Capital Improvements for Public Buildings in the amount of $1,236,958.00",2025 Annual Town Meeting - Select Board Articles,medium
select_board_2024-12-11_seq-001,2024-12-11,select_board,structural_deficit_reserves,,study,discussed,"CFO and Town Administrator presented FY2026 Financial Forecast identifying salaries, insurance benefits, pensions, utilities, and trash fees as largest cost drivers, and announced engagement of an independent specialist to perform override analysis, forecasting, and restructuring scenario review, producing a written report to guide financial decisions.",Forecast presented and discussed; independent specialist being engaged by CFO and Town Administrator to deliver written report.,"The CFO and Town Administrator are brining on an independent specialist that advises towns in Massachusetts on both override analysis and forecasting analysis, as well as restructuring scenarios and assisting with audits. A written report will be provided to the Town that can then be used to determine the best financial solutions for the Town.",Financial Forecast,high
select_board_2024-12-11_seq-002,2024-12-11,select_board,healthcare_gic,,proposal,discussed,"Finance Committee Chair discussed three-year financial projections highlighting salary increases and the need for a budget reserve, particularly for health insurance and utilities.",Discussion only; flagged as forecasting concern with need for reserve flexibility.,"He noted that the largest expense line is salaries, which are expected to increase significantly and the need for a reserve in the budget, particularly for health insurance and utilities.",Financial Forecast,medium
select_board_2024-12-11_seq-003,2024-12-11,select_board,special_ed_collaborative,,proposal,discussed,Finance Committee Chair flagged challenges of budgeting for out-of-district tuition and transportation costs; Assistant Superintendent described use of circuit breaker reimbursement for unanticipated or unbudgeted expenses.,Discussion only; identified as area of budgetary uncertainty requiring flexibility.,"He highlighted the challenges of budgeting for out-of-district tuition and transportation costs, which are expected to increase, and expressed the need for flexibility in the budget due to uncertainties in various line items.",Financial Forecast,high
